Dates;Open;Close;High;Low;Value;Volume
15/3/18 19:00;159,82;159,86;159,94;159,59;9480385;59328
15/3/18 19:10;159,84;159,72;159,94;159,64;8412456;52635
15/3/18 19:20;159,72;159,65;159,76;159,53;5839442,5;36578
15/3/18 19:30;159,62;159,64;159,78;159,586;6148931,5;38511
15/3/18 19:40;159,65;159,52;159,68;159,46;5399792;33843
15/3/18 19:50;159,545;159,76;159,8;159,519;7500213,5;46974
15/3/18 20:00;159,75;159,7;159,8;159,62;12439437;77877
15/3/18 20:10;159,71;159,58;159,74;159,46;8639795;54121
15/3/18 20:20;159,563;159,82;159,86;159,563;9189284;57536
15/3/18 20:30;159,815;159,64;159,9;159,64;10379207;64962
15/3/18 20:40;159,65;159,72;159,8;159,64;15172009;94977
15/3/18 20:50;159,73;159,63;159,78;159,57;32594996;204145
15/3/18 21:00;159,61;159,61;159,61;159,61;98276824;615731
15/3/18 21:10;159,61;159,61;159,61;159,61;0;0
16/3/18 14:30;160,06;160,51;160,54;159,64;253309488;1585743
16/3/18 14:40;160,5;160,934;161,02;160,48;12077090;75127
16/3/18 14:50;160,954;160,87;161,09;160,78;15474841;96139
16/3/18 15:00;160,855;161,115;161,43;160,855;18479188;114646
16/3/18 15:10;161,1;161,63;161,643;161,03;22698688;140637
16/3/18 15:20;161,64;161,76;161,78;161,32;19381702;119927
16/3/18 15:30;161,75;161,46;161,865;161,38;14488779;89618
16/3/18 15:40;161,46;161,75;161,83;161,35;12601955;77956
16/3/18 15:50;161,75;161,92;161,98;161,745;18703582;115540
16/3/18 16:00;161,9;161,25;161,97;161,22;20524476;126974
16/3/18 16:10;161,25;161,1;161,25;160,82;13054239;81052
16/3/18 16:20;161,1;161,39;161,44;161,035;9513455;58992
16/3/18 16:30;161,36;161,4;161,581;161,31;9310132;57665
16/3/18 16:40;161,42;161,41;161,49;161,3;6313689,5;39121
16/3/18 16:50;161,391;160,88;161,391;160,84;8523944;52873
16/3/18 17:00;160,851;161,107;161,15;160,805;6152676;38207
16/3/18 17:10;161,1;161,091;161,22;160,98;5767171;35794
16/3/18 17:20;161,09;161,29;161,33;161,078;8888402;55139
16/3/18 17:30;161,23;161,25;161,35;161,085;6325382;39235
16/3/18 17:40;161,26;161,29;161,33;161,07;6701426;41575
16/3/18 17:50;161,269;161,191;161,32;161,13;4522287,5;28048
16/3/18 18:00;161,16;161,12;161,23;161,01;3307710,75;20529
16/3/18 18:10;161,08;160,85;161,12;160,85;4456263;27678
16/3/18 18:20;160,82;160,76;160,92;160,68;5016650,5;31194
16/3/18 18:30;160,74;160,84;160,84;160,65;4130820,5;25698
16/3/18 18:40;160,81;160,715;160,86;160,56;4735617,5;29473
16/3/18 18:50;160,73;160,57;160,74;160,49;3493633,75;21753
16/3/18 19:00;160,57;160,45;160,58;160,37;5134434,5;31991
16/3/18 19:10;160,41;160,44;160,45;160,33;4602199;28694
16/3/18 19:20;160,47;160,395;160,56;160,32;9816816;61188
16/3/18 19:30;160,396;160,38;160,44;160,27;12791313;79782
16/3/18 19:40;160,39;160,28;160,41;160,22;3749847;23393
16/3/18 19:50;160,281;160,31;160,43;160,22;4490394;28007
16/3/18 20:00;160,31;160,58;160,66;160,3;12562645;78296
16/3/18 20:10;160,58;160,69;160,73;160,527;8446521;52587
16/3/18 20:20;160,66;160,69;160,74;160,58;12386409;77099
16/3/18 20:30;160,68;160,63;160,71;160,48;14021569;87302
16/3/18 20:40;160,64;160,8;160,89;160,64;25161064;156506
16/3/18 20:50;160,8;160,29;160,895;160,25;64025420;398613
16/3/18 21:00;160,26;160,26;160,26;160,26;470024288;2932886
16/3/18 21:10;160,26;160,26;160,26;160,26;0;0
19/3/18 14:30;159,71;159,415;159,89;159,05;24421058;153077
